id,nama,rating,review,waktu
ChdDSUhNMG9nS0VJQ0FnSUMtN0syZzJBRRAB,Silvester Waladow, 5 bintang ,Tempat yg nyaman untuk yg hobby membaca...,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtN00yQTZ3RRAB,agung juminto, 5 bintang ,"Yang jelas satu, tidak mengecewakan, asli tempatnya bagus dan cozy bgt, banyak spot yg keren",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtN1BXZmZREAE,Nur Munir, 5 bintang ,"Thanks to the staff who help me to find out a book of Syaikh Nawawi Al-Bantani, I forgot to bring my member card, but I can leave my ID card in the sake of borrowing the book to read there

(Diterjemahkan oleh Google)
Terima kasih kepada staf yang membantu saya untuk menemukan buku Syaikh Nawawi Al-Bantani, saya lupa membawa kartu anggota saya, tetapi saya dapat meninggalkan kartu identitas saya demi meminjam buku untuk dibaca di sana",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtN0xiNEpBEAE,Rezy Marsellina, 5 bintang ,"Fasilitasnya ok sempurna,

Walau lift nya jadi tempat nunggu paling lama",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtN09heTdBRRAB,Risbina, 5 bintang ,Tempat favorite di waktu weekend😊 emang bagus bgt sih service nya …,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtaEx1S0hnEAE,Nisa Mardhiyatun, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlem95SXZRRRAB,Sinai, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtdEs3cHpRRRAB,3PA04_Muhammad Andian Fariza, 5 bintang ,Tempatnya nyaman banget dan entah kenapa seketika minat baca saya meningkat. Untuk pembuatan KTA nya sangat mudah serta para petugasnya ramah dan sangat membantu,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtMUx2YVp3EAE,dinda sulisty, 4 bintang ,"The highest library in the world *proud. Instagramable! 🤍

(Diterjemahkan oleh Google)
Perpustakaan tertinggi di dunia *bangga. Instagramable!",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtNUlHMmR3EAE,Stephen Santosa, 5 bintang ,"Perpustakaan besar dan nyaman di pusat kota Jakarta.

TransJakarta ✅
Parkir ✅
Kantin ✅
Loker ✅
Wifi ✅

Dapat diakses dengan TJ melalui halte Balaikota. Bisa juga dengan kendaraan pribadi dengan parkir di basement.
Saat masuk terdapat Museum Aksara ukurannya tidak terlalu besar. Museum ini memamerkan beragam hal mulai dari sejarah aksara dan berbagai aksara yang terdapat di Indonesia. Ukurannya tidak terlalu besar. Melalui Museum Aksara, jalan terus ke belakang, maka akan tiba di lobi utama gedung Perpustakaan Nasional.
Atrium perpustakaan besar dan luas. Di lantai 1 sebelah kanan adalah tempat penitipan loker untuk menyimpan tas karena dilarang naik dengan tas, kecuali loker penuh, dan loker sangat sering penuh meskipun hari kerja. Untuk naik ke lantai 2-4 bisa lewat eskalator, selebihnya naik lift. Lift cukup menantang terutama saat akhir pekan, karena sangat antri dan penuh.
Ada beberapa fasilitas pendukung di perpusnas. Ada toilet di setiap lantai. Ada kantin di lantai 4 cukup nyaman dengan kaca terbuka view Monas. Ada musholla di lantai 6 sepertinya.
Setiap lantai berisi koleksi yang berbeda. Pada lantai tertentu seperti lantai multimedia, perlu akses kartu anggota untuk bisa masuk. Lantai yang paling ramai adalah lantai 21-22 karena berupa koleksi monograf terbuka, banyak tempat duduk dan buku bisa langsing diambil, nyaman dan luas. Lantai 24 juga ramai karena terdapat latar view Monas dan yang ke belakang menghadap ke arah Sudirman.
Wifi Perpusnas tersedia dan sangat kencang, kecuali di lantai yang ramai seperti lantai 1-4, 21-22 dan 24. Tidak semua lantai buka sampai jam 9 malam.
Overall good.",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtaE4tYnR3RRAB,Izza Fahriyah, 5 bintang ,"Good

(Diterjemahkan oleh Google)
Bagus",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtbUlDaDRnRRAB,Nabila Nur Rahmah, 4 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtbUlyak1nEAE,Revan Pertama, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtNlBINGJREAE,Syavira Alviana, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtcVBHTjFnRRAB,Kamelia Dea, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtcUtIUGRBEAE,Siti Rofiqoh, 5 bintang ,"Pengalaman pertama datang kesini. Gedungnya tinggi sekali dan katanya selalu ramai pengunjung. Masuknya gratis, bahkan daftar anggota pun juga tidak dikenakan biaya. Di lantai 1 juga ada loker buat menyimpan barang bawaan kita.

Sebelum masuk ke gedung utamanya juga ada pameran, dan itu menarik sekali.

Tapi buat nunggu liftnya lama banget, jadi lebih banyak menghabiskan waktu buat nunggu liftnya.

Lokasinya sangat strategis dan terjangkau kendaraan umum. Bakal jadi tempat yang sering saya kunjungi deh!",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtaVA3VGd3RRAB,Indriani Eriza, 5 bintang ,Buka sampai jam 9 malam. Pelayanan prima buat pengunjung,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtaU9iekZ3EAE,Achlis Muhammad Yusuf, 5 bintang ,"klo belajar disini enak, vibes nya bikin ambis wkwkwk😂 …",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtOFBtTzR3RRAB,Hani Nurhaniasih, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtc0pPWjZ3RRAB,Ridwan muhammad, 5 bintang ,"Sangat memanjakan bagi para pecinta buku. Bagi yang baru pertama kali dagang bisa membuat kartu dulu dilantai2. Perpus ini koleksi bukunya begitu lengkap..

Dan untuk pengunjung terbanyak ada di lantai 21 dan 22 karena tersedia layanan buku terbuka.
Dan siap2 deh antri lama untuk menunggu lift.

Kukira weekdays sepi, ternyata penuh rame anak-anak sekolah, mahasiswa KKL, jadi berasa  bagian dari mereka hanya saja tidak memakai seragam/almet hehe..

Dilantai 19 ada layanan multimedia, wow penuh juga.. Cocok untuk mengerjakan tugas, skripsi ataupun kerja bisa juga hehe.. Ada kursi bantal, sofa dan meja yang cukup nyaman.

Kemaren mau mencoba rooftop di lantai 24, hanya saja saya terlalu sore skitar jam setengah 3 sehingga sudah tutup.

Untuk layanan mushola juga tersedia, well untuk keseluruhan kebersihan terjaga dan confort bagi pengunjung perpustakaan.",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtc0xQNEV3EAE,Sea Salty salty, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtc0t6VDFnRRAB,Anissa Ikhsan Jose, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtd0phUzJ3RRAB,Melvin Ariesta, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSUMtd1BqM1FnEAE,Daris Agnar, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUMtZ0o3WnlBRRAB,Arif Noviardi, 1 bintang ,Pelayanan satpamnya sangat buruk menegur dengan berteriak tidak sopan mohon ditindaklanjuti lagi karna merusak citra perpusnas,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlMzRYM2xnRRAB,Zalfa Sharfina, 3 bintang ,"TEMPAT INI BAGUS BANGET SEBENERNYA! Bersih, nyaman, koleksi buku lengkap, nyari buku apa aja ada. Lift ada 5 (pada saat saya berkunjung, 4 untuk umum 1 untuk priority), menurut saya sebenernya cukup CUMA kebiasaan jelek orang kita budaya ngantrinya parah banget hehe. Yuk generasi mudanya biasain ngantri yuk, jangan nyerobot mulu :)",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlbl8tUUJREAE,Zakiah Nur, 5 bintang ,Makanan dan minumannya mahal wkwkwk,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlbjh1T2N3EAE,Zich Brave, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbjdPZDhBRRAB,Yuni Artha, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbjduVHlnRRAB,hayyu kurniati, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbjZISDRnRRAB,Sadam Anugerah, 5 bintang ,Suka banget,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbl9LZ3B3RRAB,Ernawati E, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbjRMcXZnRRAB,Kowe Sopo104, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlbjRpY09BEAE,Mia Chandra, 5 bintang ,"Never thought that finally find a place with so many books....its like finding treasures...since I love to read....

(Diterjemahkan oleh Google)
Tidak pernah terpikir bahwa akhirnya menemukan tempat dengan begitu banyak buku....seperti menemukan harta karun...karena saya suka membaca....",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlbjZEZWJnEAE,Ilham Saputra, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlN19tZTdBRRAB,Sultan Raifathi, 2 bintang ,"keadaan tempat nya sangat baik hanya saja, beberapa buku yang saya inginkan tidak ada, saran saya bisa di tambahkan manga ya kak, seperti manga chainsawman, bleach, one Piece dll terimakasih",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlci1Xck5nEAE,Shafiyya Marella Dewi, 4 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlajd5M0t3EAE,Amel Utari, 5 bintang ,"Tempatnya bagus
Pas ke tempat anak-anak, koleksi nya cukup lengkap
Karena perginya pas weekend, kapasitas lift nya cukup padat sehingga kami memilih lwt tangga
Ada beberapa mushola, jd memudahkan utk sholat",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlajVqVUFREAE,Fadila Prihandini, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlajlDTndnRRAB,Daniel Sinaga, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlOTcyTzJBRRAB,Novrendy Cahya Paulus, 4 bintang ,"Everything about this institution is perfect except for one thing, it's elevator or lift system. The lift is inadequate for the weekends because people are flocking in and they need to add new elevators or lifts to meet the demands. They can just turn the new elevators or lifts off during the weekdays when it's not so packed to conserve energy but it's quite dangerous to see small kids and elderlies fighting their way through the emergency staircases to get to the floor that they want to go to.

(Diterjemahkan oleh Google)
Segala sesuatu tentang institusi ini sempurna kecuali satu hal, itu lift atau sistem lift. Lift tidak memadai untuk akhir pekan karena orang berbondong-bondong masuk dan mereka perlu menambah lift atau lift baru untuk memenuhi permintaan. Mereka bisa saja mematikan lift baru atau lift selama hari kerja ketika tidak begitu padat untuk menghemat energi, tetapi cukup berbahaya untuk melihat anak-anak kecil dan orang tua berjuang melalui tangga darurat untuk sampai ke lantai yang ingin mereka tuju.",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlOTdYZFZREAE,Aditya Alman, 4 bintang ,,3 bulan lalu
ChRDSUhNMG9nS0VJQ0FnSURlOS00MRAB,Andika Imam, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURldC02YjhBRRAB,Bunga Arista Dewi, 5 bintang ,mantap,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURldDZLOHFnRRAB,Nha-nhaz Alhabsy Rumakey, 5 bintang ,mantap,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlbDhEblZBEAE,Natalia Tsolme, 4 bintang ,"Secara keseluruhan (suasana belajar, lokasi, tempat, dan buku yang disediakan) sangat baik.
Namun bbrapa hal yg membuat kurang nyaman ialah lift yang tersedia dgn jumlah kapasitas perpusnas tidak sesuai akhirnya di jam seperti waktu makan (kantin dilantai 4) waktu sholat (mushola hanya tersedia dilantai 6) pengguna lift sungguh padat (sungguh sangat padat..).
Sebelumnya kantinnya menyediakan makanan yg enak. Namun akhir2 ini saya kurang tau yah mengapa kualitas makanannya tidak terlalu baik. Saya memesan soto disajikan dengan kuah dingin dan bihun yang masih keras. Kurang tau kalau makanan yang lain. Semoga masukan ini bisa berguna untuk perbaikan yang lebih baik. Salam 🙏🏽",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURleF91a2NnEAE,Abimanyu Fitroh NurCahyo, 5 bintang ,Mengembangkan literasi pada Indonesia.,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURleDlQbHdnRRAB,siska setyaningsih, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlMjVud2Z3EAE,Zulfikar Ghifari Afa, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlODcyUzNnRRAB,Rahayu Nur Hidayah, 3 bintang ,"The place is beautiful, comfortable for reading or doing tasks. Toilets are clean, but the wifi is terrible. No wifi, but if there is one, the connection is terrible.

(Diterjemahkan oleh Google)
Tempatnya asri, nyaman untuk membaca atau mengerjakan tugas. Toiletnya bersih, tapi wifinya buruk. Tidak ada wifi, tetapi jika ada, koneksinya buruk.",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSUNPb2JUNWhnRRAB,Azizkhasyi 11, 3 bintang ,"(+) Tempat nyaman, terus juga tempat baca enak banget.

(-)Lift nya system nya aneh, jadi kalo mau turun dari lantai 12(contoh) harus ada orang yang di dalam lift dulu harus pencet kelantai 12 atau ngak nanti lift nya ngak berhenti di situ malah skip lantai walupun udh di pencet panel di depan lift nya.

(-) Counter untuk pembuatan keanggotaan perpusnas di perbanyak lagi dong, soal sabtu minggu banyak orang cuma 2 counter doang yang kebuka, hal hasil nunggu nya lama ±3 jam baru dapet(tergantung).

(+/-)Untuk sistem peminjaman udh bagus cuman ada beberapa mesin yang ngak bisa di tap pake kartu nya jadi agak susah.

Edit: Disini harga makanannya lumayan mahal, masa pake ayam yang dapet nasi, ayam, sayuran, tempe harganya 19rb udh gitu porsi nya dikit lagi, saran saya sih mending makan diluar aja",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlMUtEU1VBEAE,Abigail Brenda Pasorong Randa, 5 bintang ,"Nice, clean, and comfy environment. Good place to study.

(Diterjemahkan oleh Google)
Lingkungan bagus, bersih, dan nyaman. Tempat yang bagus untuk belajar.",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlaTlLYVVBEAE,Miftahul Jannah, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlODduZHVBRRAB,Alisa Cahyani, 5 bintang ,"Nyaman, bagus👍🏻👍🏻👍🏻 …",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlODdHUGZBEAE,Farah Yumna PK, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlODk3aDFnRRAB,Reja Afdal Silva, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlOF96ajR3RRAB,widya lutfi, 5 bintang ,Nyaman sekali,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlODhEaHZ3RRAB,Felix Ferdinan, 5 bintang ,"(Diterjemahkan oleh Google) tempat belajar yang sangat direkomendasikan

(Asli)
tempat buat belajar yang sangat recommended",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURldy1fcEZ3EAE,Ma. Luisa Marmol, 5 bintang ,"Organized and easy to navigate inside even if I'm a foreigner. Will definitely go back given another chance.

(Diterjemahkan oleh Google)
Terorganisir dan mudah dinavigasi di dalam bahkan jika saya orang asing. Pasti akan kembali diberi kesempatan lain.",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURld18yNWdnRRAB,Widia Astuti, 5 bintang ,"Kesana tahun 2019 kenangan bersama dy .. bagus banget tempatnya gk terlalu ramai ya nyaman pokonya
Cocok banget seh buat km yg boring dirumah mampir kisini sm tmn km sekalian cari ilmu dan dapet ilmu juga",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURldzR5SFF3EAE,Safitri Handayani, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlZzRlRFZnEAE,Muhamad Noor R, 5 bintang ,Humanis,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlX1pqbjZnRRAB,Tiara Melati Putri, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlM2JPcjV3RRAB,halwan daffa, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlM2IybG9nRRAB,Ahmad Mubasir, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbmZXTWxnRRAB,idk •_, 5 bintang ,"Nyaman, kurang di lift aja yg selalu penuh dan lama, selebihnya fasilitasnya hebat😁 …",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbmZuMTdBRRAB,Andri Andri, 5 bintang ,"Tempatnya bersih,masuk gratis,masuk mesti scan PL,kuliner dilantai atas,toilet bersih,banyak tempat duduk disetiap lantainya.",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlelk3NzJRRRAB,Irin A E, 3 bintang ,"the elevator traffic is horrible. the staffs were not friendly. i also expected more books as a 'national' library... not sure if i wanna go here again as a casual

(Diterjemahkan oleh Google)
lalu lintas lift mengerikan. para staf tidak ramah. saya juga mengharapkan lebih banyak buku sebagai perpustakaan 'nasional' ... tidak yakin apakah saya ingin pergi ke sini lagi sebagai orang biasa",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlamZIalZnEAE,Afni Nur Fadilah, 5 bintang ,"Enak sih buat baca buku, atau ngerjain tugas, sayangnya jauh dari rumah.",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlamFTM0NnEAE,Shantalia Paulina, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlOVltNlR3EAE,stevani lem, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlcFpfNktBEAE,Rizky Agung, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlcFlXSFd3EAE,Nazwa Aqila Zahra, 4 bintang ,"Ketidak nyamanan ada di Lift nya. Aksesnya sulit, meskipun ada 5 lift di sini.",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlcFo2aG5RRRAB,Amalia Amalia, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURleGJlSTFnRRAB,Arradela Kitchen, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURleFlmSDV3RRAB,Yuanita Rosanti, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURldWRMcHdRRRAB,Mutiara Tarigan, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlMmVhbElBEAE,anthony marley, 5 bintang ,Bagus untuk menambah ilmu.. mulai awal berdirinya perpustakaan sampai dgn bahan bahan pelajaran yg lainnya,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlMmFEN3pRRRAB,Sultan Alfarisi, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbWRYVzF3RRAB,Ferry Irawan, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURleWJmWG9nRRAB,Latifah Latif, 4 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURleWJyakhnEAE,Tias ambar, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlaWZYZ2VREAE,Terry Mart, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlaWNhOWdBRRAB,nur hayati, 5 bintang ,mau sholat antri lift  lama,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlaWRyVlZ3EAE,Windi Handayani, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlaWRENVlREAE,Dedi Rahman, 5 bintang ,Tempat yang sesuai untuk yang sedang mencari referensi untuk penyusunan karya tulis. Koleksi buku disini didominasi oleh buku sastra dan budaya. Lantai 2 untuk membuat kartu perpustakaan.,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlOGZYdEdREAE,Isa_Saburai19, 5 bintang ,Sangat nyaman dan menyenangkan,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlNFp1ZzZ3RRAB,Fajri Ramadhan, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlNGRHN0hnEAE,Muji Yono, 5 bintang ,Sangat membatu,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlb1lYUlZREAE,Sandri Zaenudin Zaenudin, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlb2FLZTBRRRAB,VPA Sah's, 4 bintang ,"Perpusnas cukup luas dan buku"" yang disediakan lengkap... Buku yang saya cari dapet semua, tapi pas nyari bukunya struk buku kadang ada yg ngk keluar jadi mesti foto dulu keterangan bukunya",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlb1p5bFpBEAE,Julius Danes, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlb2JpUU5REAE,Baby Jeong, 5 bintang ,"Tempat yang bagus, nyaman dan tenang
Apalagi buat menyendiri ini tempat ok bgt buat tenangkan pikiran sambil baca buku referensi atau cuma buat foto2 di area perpustakaan
Cuma agak lama nunggu lift nya dan sering penuh lift nya, ada 4 lift yg berfungsi jadi alhasil klo mau turun harus naik lift dulu sampe lantai 24 terus turun lagi ke lantai 1 biar kebagian naik lift nya karena klo naik tangga darurat lumayan juga pegel kaki
Tapi yah bagus ada tempat pewe Kya gini, masuk gratis & parkir gratis",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlM3NyLTlnRRAB,Erni H, 5 bintang ,"Great place to get new insight!

(Diterjemahkan oleh Google)
Tempat yang bagus untuk mendapatkan wawasan baru!",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlbnZ1YmJnEAE,Christopher Widjaja, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlbm92ZURnEAE,Purplee 5to98, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbnRXbjZ3RRAB,Labib Tech, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbnY3TGx3RRAB,gerry simbolon, 5 bintang ,👍 …,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlbnJ6V19nRRAB,feri alam febriyanto, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlanJEQ2h3RRAB,Nurul Izah, 5 bintang ,Tempat mya sangat nyaman👍 …,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlcG9pc2h3RRAB,Komang Ayu Ratih, 5 bintang ,"I came twice for this year. everytime I live for temporary in Jakarta, I always visit here bring my fav books.

(Diterjemahkan oleh Google)
Saya datang dua kali untuk tahun ini. setiap kali saya tinggal sementara di Jakarta, saya selalu berkunjung ke sini membawa buku-buku favorit saya.",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlOXJTcnNBRRAB,Teguh Septiyadi, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlNXFEdUdREAE,Cece Rudianto, 5 bintang ,"Enakeun tempatnya, adem, jenis bukunya banyak",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlNXNDRjBRRRAB,Tiwi Retno Yuliani, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlMnA3OVNREAE,Ardyka Prayoga, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlNnZDRVNBEAE,Shelly Fw, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlaXFmeXJRRRAB,Retno Yunilawati, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlMHBhdWZBEAE,Afifah Dijah, 5 bintang ,"Perpustakaan Nasional jadi tempat asik untuk menambah ilmu. tempatnya bagus, luas, bersih, dan nyaman. Dibagian buku itu sunyi banget enak untuk fokus mengerjakan skripsi ataupun membaca. Rekomendasi buat anak-anak juga bisa sekalian mengenal budaya membaca. Saran kalau mau naik ke lantai 20-21-22 naik make lift dari lantai 1 jangan dari lantai 4, karena akan lama pintu lift terbuka di lantai 4.",3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlNHN2Q2VBEAE,Tommy Juliandi Sutoyo, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlNHJQeXdBRRAB,Lee hana hyun, 5 bintang ,"Best places to meditate. Even if it's crowded and looks full yet it's silent and calming. It's also friendly for people who go alone (they provide a private room on some floors). You can also enjoy reading or working ""with a view"" on the highest floor of this building. You can find an exhibition of art too

(Diterjemahkan oleh Google)
Tempat terbaik untuk bermeditasi. Meski ramai dan terlihat penuh namun sunyi dan menenangkan. Ini juga ramah untuk orang-orang yang pergi sendiri (mereka menyediakan kamar pribadi di beberapa lantai). Anda juga dapat menikmati membaca atau bekerja ""dengan pemandangan"" di lantai tertinggi gedung ini. Anda juga dapat menemukan pameran seni",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlb3NIQ25nRRAB,Fadhila Ashadi, 5 bintang ,"Love it!

(Diterjemahkan oleh Google)
Suka sekali!",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlZ3JHZS1BRRAB,Muhammad Hilmi Syarif, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlX1A3M0d3EAE,Diyan Official, 5 bintang ,Sembari menghabiskan waktu 🤫 …,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURldlBUN3R3RRAB,Sulthonul Mubarok, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURldktqaElREAE,mochamad arifin, 4 bintang ,"apakah ada aplikasi untuk baca online, trims",3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlM0xfWmt3RRAB,١٤- أحمد سيف الأمر, 5 bintang ,,3 bulan lalu
ChdDSUhNMG9nS0VJQ0FnSURlN05fd2xBRRAB,Huda Nurrohman, 5 bintang ,Tempat yang tepat buat menenangkan pikiran...,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlN05qZ1FnEAE,Zelika, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlck5fSUtBEAE,nursanthy indah, 5 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlck5uWmVBEAE,Ronaldo Siringo-Ringo, 3 bintang ,,3 bulan lalu
ChZDSUhNMG9nS0VJQ0FnSURlclBiU2VBEAE,Intan Hardiani, 5 bintang ,,3 bulan lalu
